id,timestamp,cpu_percent,memory_percent,disk_percent,net_sent_total_mb,net_recv_total_mb,net_sent_delta_mb,net_recv_delta_mb,uptime_seconds
6679,2026-03-05T04:03:16.997497,82.2,76.6,78.2,22.554118156433105,623.1265344619751,0.6665430068969727,2.2490663528442383,235813.0012152195
6680,2026-03-05T05:22:54.218016,77.4,76.1,78.2,23.611814498901367,625.7936592102051,1.0576963424682617,2.6671247482299805,240590.00213837624
6681,2026-03-05T05:23:00.355955,71.0,77.1,78.2,23.860499382019043,626.3226709365845,0.24868488311767578,0.5290117263793945,240597.01051735878
6682,2026-03-05T05:24:05.053972,10.6,78.1,78.2,24.225391387939453,627.0496044158936,0.36489200592041016,0.726933479309082,240661.0059645176
6683,2026-03-05T05:24:59.634094,64.0,79.9,78.2,24.366074562072754,627.4716558456421,0.14068317413330078,0.42205142974853516,240716.00485396385
6684,2026-03-05T05:25:00.674241,71.6,79.9,78.2,24.366074562072754,627.4718198776245,0.0,0.000164031982421875,240717.00141453743
6685,2026-03-05T05:25:59.708686,25.0,82.2,78.3,24.562792778015137,628.538332939148,0.1967182159423828,1.0665130615234375,240776.00782179832
6686,2026-03-05T05:26:01.044720,27.1,82.4,78.3,24.56286334991455,628.5387878417969,7.05718994140625e-05,0.00045490264892578125,240777.0011241436
6687,2026-03-05T11:14:38.880455,66.0,89.8,78.3,26.207735061645508,634.8204317092896,1.644871711730957,6.281643867492676,261694.9420926571
6688,2026-03-05T11:14:59.123035,60.0,87.1,78.2,27.120037078857422,656.6071910858154,0.9123020172119141,21.78675937652588,261715.00066757202
6689,2026-03-05T11:15:00.832981,80.2,88.0,78.2,27.25157356262207,658.6012125015259,0.13153648376464844,1.9940214157104492,261717.00060391426
6690,2026-03-05T11:15:59.058985,28.8,80.6,78.2,28.04647445678711,691.5149383544922,0.7949008941650391,32.91372585296631,261775.000831604
6691,2026-03-05T11:16:00.636372,10.3,80.8,78.2,28.071162223815918,691.5354900360107,0.024687767028808594,0.020551681518554688,261777.00073766708
6692,2026-03-05T11:16:59.055497,6.7,81.2,78.2,28.49150276184082,696.1243982315063,0.42034053802490234,4.5889081954956055,261835.01034760475
6693,2026-03-05T11:17:00.636921,2.9,81.2,78.2,28.49190330505371,696.1247606277466,0.000400543212890625,0.000362396240234375,261837.01323127747
6694,2026-03-05T11:17:59.056528,3.0,79.9,78.2,28.53257179260254,696.1754140853882,0.040668487548828125,0.05065345764160156,261895.0025639534
6695,2026-03-05T11:18:00.649402,1.0,79.9,78.2,28.532779693603516,696.1756649017334,0.0002079010009765625,0.00025081634521484375,261897.0020134449
6696,2026-03-05T11:18:59.050440,0.0,78.9,78.2,28.55360984802246,696.1944236755371,0.020830154418945312,0.018758773803710938,261955.01082611084
6697,2026-03-05T11:19:00.652452,1.9,78.9,78.2,28.554977416992188,696.1961879730225,0.0013675689697265625,0.0017642974853515625,261957.0118882656
6698,2026-03-05T11:19:59.056654,25.7,77.2,78.2,28.630348205566406,696.2867460250854,0.07537078857421875,0.09055805206298828,262015.00847506523
6699,2026-03-05T11:20:00.647219,2.9,77.3,78.2,28.630430221557617,696.2867460250854,8.20159912109375e-05,0.0,262017.00722646713
6700,2026-03-05T11:20:59.057267,10.4,77.9,78.2,28.75529384613037,702.9279441833496,0.1248636245727539,6.64119815826416,262075.00003552437
6701,2026-03-05T11:21:00.635128,18.1,77.9,78.2,28.755722999572754,702.9285154342651,0.0004291534423828125,0.0005712509155273438,262077.0005378723
6702,2026-03-05T11:21:59.062924,6.9,77.9,78.2,28.862117767333984,715.3856840133667,0.10639476776123047,12.457168579101562,262135.00094103813
6703,2026-03-05T11:22:00.637578,6.8,77.9,78.2,28.862117767333984,715.3856840133667,0.0,0.0,262137.00255393982
6704,2026-03-05T11:22:59.055147,38.7,82.9,78.3,29.2068452835083,743.3236789703369,0.3447275161743164,27.937994956970215,262195.000682354
6705,2026-03-05T11:23:00.641193,38.8,83.6,78.3,29.250749588012695,743.5356750488281,0.04390430450439453,0.21199607849121094,262197.00092053413
6706,2026-03-05T11:23:59.190107,14.7,82.9,78.3,29.562803268432617,749.7970457077026,0.3120536804199219,6.261370658874512,262255.00434184074
6707,2026-03-05T11:24:00.640609,42.6,83.6,78.3,29.662609100341797,750.9374465942383,0.09980583190917969,1.1404008865356445,262257.0002055168
6708,2026-03-05T11:24:59.183725,2.9,89.0,78.3,32.61557197570801,773.3826293945312,2.952962875366211,22.44518280029297,262315.01378035545
6709,2026-03-05T11:25:00.636962,8.5,88.9,78.3,32.63443470001221,773.399585723877,0.01886272430419922,0.016956329345703125,262317.00028657913
6710,2026-03-05T11:25:59.189530,47.4,86.5,78.3,33.908260345458984,781.9840478897095,1.2738256454467773,8.58446216583252,262375.00023293495
6711,2026-03-05T11:26:00.672419,34.7,86.4,78.3,33.94942760467529,782.0370893478394,0.041167259216308594,0.05304145812988281,262377.0083825588
6712,2026-03-05T11:26:59.196844,8.8,91.5,78.3,36.27516746520996,797.8929538726807,2.325739860534668,15.855864524841309,262435.0010147095
6713,2026-03-05T11:27:00.645015,49.5,91.8,78.3,36.27894592285156,798.130934715271,0.0037784576416015625,0.23798084259033203,262437.00082468987
6714,2026-03-05T11:27:59.135741,15.1,93.0,78.3,36.77052879333496,808.1989116668701,0.49158287048339844,10.067976951599121,262495.00036406517
6715,2026-03-05T11:28:00.640999,25.0,93.1,78.3,36.77074146270752,808.1993770599365,0.00021266937255859375,0.00046539306640625,262497.00096702576
6716,2026-03-05T11:28:59.059570,15.2,92.5,78.3,36.872159004211426,812.4052801132202,0.10141754150390625,4.205903053283691,262555.0000526905
6717,2026-03-05T11:29:00.643304,28.2,92.5,78.3,36.87702178955078,812.575572013855,0.004862785339355469,0.17029190063476562,262557.000289917
6718,2026-03-05T11:29:59.580095,21.9,95.0,78.3,37.59118938446045,819.5176057815552,0.714167594909668,6.942033767700195,262616.0019142628
6719,2026-03-05T11:30:00.792148,33.3,95.1,78.3,37.61647891998291,819.7516393661499,0.025289535522460938,0.23403358459472656,262617.00016856194
6720,2026-03-05T11:30:59.188403,15.6,96.2,78.3,39.6967658996582,830.6559743881226,2.080286979675293,10.904335021972656,262675.01258683205
6721,2026-03-05T11:31:00.657193,7.3,96.2,78.3,39.69714641571045,830.657223701477,0.00038051605224609375,0.0012493133544921875,262677.0005171299
6722,2026-03-05T11:31:59.058516,19.0,96.0,78.3,40.58315372467041,834.4034996032715,0.8860073089599609,3.7462759017944336,262735.0004107952
6723,2026-03-05T11:32:00.638026,42.9,95.8,78.3,40.585143089294434,834.4465780258179,0.0019893646240234375,0.04307842254638672,262737.000033617
6724,2026-03-05T11:32:59.118846,24.8,96.1,78.3,41.02919673919678,835.7180309295654,0.44405364990234375,1.2714529037475586,262795.001057148
6725,2026-03-05T11:33:00.719829,34.7,96.3,78.3,41.043755531311035,835.7620124816895,0.014558792114257812,0.04398155212402344,262797.0002923012
6726,2026-03-05T11:33:59.311371,3.9,95.1,78.3,42.3126916885376,843.1770601272583,1.2689361572265625,7.415047645568848,262856.00046896935
6727,2026-03-05T11:34:00.614540,7.0,95.1,78.3,42.32016372680664,843.2875490188599,0.007472038269042969,0.1104888916015625,262857.0003914833
6728,2026-03-05T11:34:59.066812,59.8,94.5,78.3,42.89838886260986,846.119836807251,0.5782251358032227,2.8322877883911133,262915.00081825256
6729,2026-03-05T11:35:00.663501,25.5,94.5,78.3,42.959391593933105,846.3753042221069,0.06100273132324219,0.25546741485595703,262917.0006380081
